MP Name,Constituency,State,House,Allocated Amount (₹),Amount Recommended (₹),Total Expenditure (₹),Utilization %,Completed Works,Recommended Works,Completion Rate %,Balance Not Yet Paid to Vendors (₹),Transaction Count,Successful Payments,Pending Payments,Average Rating,num_vendors,num_transactions,total_expenditure_ledger,top_vendor,top_vendor_share_pct,vendor_hhi,round_amount_txn_pct,payment_inprogress_pct,same_day_same_vendor_clusters,completed_count,avg_cost_zscore,high_cost_outlier_count,no_image_pct,no_rating_pct,round_amount_pct,max_desc_repeat,max_amount_repeat,pending_payment_ratio,util_completion_gap,unpaid_balance_pct,rule_score_raw,ml_anomaly_score,rule_score_scaled,risk_score,risk_level,reasons_text,checklist_text
VISHWESHWAR HEGDE KAGERI,UTTARA KANNADA,Karnataka,Lok Sabha,147000000.0,96600000.0,34850000.0,65.71,30,143,20.98,61750000.0,85,82,3,,2.0,85.0,34850000.0,ZILLA NIRMITi KENDRA,94.19,89.05,67.06,3.53,18.0,30.0,0.14930806316902653,0.0,83.33,100.0,93.33,1.0,15.0,3.5294117647058822,44.72999999999999,177.18794835007174,82,68.8,100.0,87.5,High,Funds utilization (66%) is far ahead of physical completion (21%) — a gap of 45 points. | Vendor concentration is high (HHI=89); top vendor 'ZILLA NIRMITi KENDRA' handles 94% of spend. | 83% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 93% of completed works are billed in suspiciously round figures. | The exact same rupee amount appears on 15 separate completed works. | 177% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify that advance/interim payments correspond to actual physical progress on site.
TANUJ PUNIA,BARABANKI,Uttar Pradesh,Lok Sabha,148198170.11,123462716.0,83397272.0,83.31,13,33,39.39,40065444.0,30,30,0,,4.0,30.0,83397272.0,Praharsh Infrastructure,92.06,84.98,0.0,0.0,4.0,13.0,2.364319859723732,3.0,76.92,100.0,0.0,3.0,1.0,0.0,43.92,48.04167215445608,78,54.4,95.1,78.8,High,Funds utilization (83%) is far ahead of physical completion (39%) — a gap of 44 points. | Vendor concentration is high (HHI=85); top vendor 'Praharsh Infrastructure' handles 92% of spend. | 77% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 3 completed works cost far above the average for their work category (statistical outliers). | 48% of expenditure is still an unpaid balance to vendors.,Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify that advance/interim payments correspond to actual physical progress on site.
DULU MAHATO,DHANBAD,Jharkhand,Lok Sabha,147000000.0,145710045.0,58175255.0,99.12,57,417,13.67,87534790.0,312,272,40,,5.0,312.0,58175255.0,BIRENDRA KUMAR MAHATO,75.97,60.27,58.65,12.82,36.0,57.0,-0.1625792923531976,0.0,0.0,100.0,96.49,1.0,35.0,12.82051282051282,85.45,150.46739373982976,72,65.0,87.8,78.7,High,Funds utilization (99%) is far ahead of physical completion (14%) — a gap of 85 points. | Vendor concentration is high (HHI=60); top vendor 'BIRENDRA KUMAR MAHATO' handles 76% of spend. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 96% of completed works are billed in suspiciously round figures. | The exact same rupee amount appears on 35 separate completed works. | 150% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
Shri Jairam Ramesh (2022-28),Sitting Rajya Sabha,Karnataka,Rajya Sabha,220563957.11,160447985.0,73553485.0,72.74,18,127,14.17,86894500.0,79,78,1,,4.0,79.0,73553485.0,KRIDL BHUSIRI ACCOUNT WORKS,84.92,73.87,63.29,1.27,20.0,18.0,1.2260069240456863,4.0,0.0,100.0,88.89,1.0,2.0,1.2658227848101267,58.56999999999999,118.13784214303374,76,51.3,92.7,76.1,High,Funds utilization (73%) is far ahead of physical completion (14%) — a gap of 59 points. | Vendor concentration is high (HHI=74); top vendor 'KRIDL BHUSIRI ACCOUNT WORKS' handles 85% of spend. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 89% of completed works are billed in suspiciously round figures. | 4 completed works cost far above the average for their work category (statistical outliers). | 118% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
Ram Shiromani,SHRAWASTI,Uttar Pradesh,Lok Sabha,151746878.11,90062310.0,16300060.0,59.35,0,1357,0.0,73762250.0,58,3,55,,4.0,58.0,16300060.0,NAVEEN ENTERPRISES,79.07,64.3,0.0,94.83,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.82758620689656,59.35,452.5274753589864,60,80.5,73.2,76.1,High,Funds utilization (59%) is far ahead of physical completion (0%) — a gap of 59 points. | Vendor concentration is high (HHI=64); top vendor 'NAVEEN ENTERPRISES' handles 79% of spend. | 95% of payment transactions are still pending. | 453% of expenditure is still an unpaid balance to vendors.,Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Review pending-payment vendor invoices for delay reasons and documentation completeness. | Verify that advance/interim payments correspond to actual physical progress on site.
H.D. KUMARASWAMY,MANDYA,Karnataka,Lok Sabha,147000000.0,95500000.0,46075000.0,64.97,7,147,4.76,49425000.0,130,117,13,,3.0,130.0,46075000.0,PROJECT MANAGER NIRMITHI KENDRA MANDYA,82.91,70.47,25.38,10.0,23.0,7.0,-0.04316412265008344,0.0,0.0,100.0,100.0,1.0,7.0,10.0,60.21,107.27075420510037,72,55.8,87.8,75.0,High,Funds utilization (65%) is far ahead of physical completion (5%) — a gap of 60 points. | Vendor concentration is high (HHI=70); top vendor 'PROJECT MANAGER NIRMITHI KENDRA MANDYA' handles 83% of spend. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 100% of completed works are billed in suspiciously round figures. | The exact same rupee amount appears on 7 separate completed works. | 107% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR,Punjab,Lok Sabha,147000000.0,115689409.0,75842759.0,78.7,97,286,33.92,39846650.0,1276,1254,22,,416.0,1276.0,75842759.0,Varinder Kumar Sood,6.04,1.33,5.25,1.72,262.0,97.0,-0.19548070518584718,2.0,52.58,100.0,62.89,14.0,32.0,1.7241379310344827,44.78,52.538502719817984,74,49.5,90.2,73.9,High,Funds utilization (79%) is far ahead of physical completion (34%) — a gap of 45 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 63% of completed works are billed in suspiciously round figures. | 2 completed works cost far above the average for their work category (statistical outliers). | The same work description text is reused 14 times. | The exact same rupee amount appears on 32 separate completed works. | 53% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site. | Verify these are genuinely distinct works and not duplicate/split entries.
RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,Bihar,Lok Sabha,147000000.0,145247018.0,72622818.0,98.81,46,171,26.9,72624200.0,76,76,0,,7.0,76.0,72622818.0,R K Construction,50.33,32.33,55.26,0.0,9.0,46.0,0.48393204983303706,3.0,91.3,100.0,91.3,1.0,39.0,0.0,71.91,100.00190298316434,76,44.4,92.7,73.4,High,Funds utilization (99%) is far ahead of physical completion (27%) — a gap of 72 points. | 91% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 91% of completed works are billed in suspiciously round figures. | 3 completed works cost far above the average for their work category (statistical outliers). | The exact same rupee amount appears on 39 separate completed works. | 100% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify that advance/interim payments correspond to actual physical progress on site.
ADHIKARI SOUMENDU,KANTHI,West Bengal,Lok Sabha,147000000.0,95934382.0,38304241.0,65.26,29,70,41.43,57630141.0,31,31,0,,2.0,31.0,38304241.0,GLOSIA ENERGY INDIA PRIVATE LIMITED,79.7,67.64,0.0,0.0,9.0,29.0,0.6864907231138848,3.0,100.0,100.0,0.0,6.0,8.0,0.0,23.830000000000005,150.45368213927017,74,46.5,90.2,72.7,High,Vendor concentration is high (HHI=68); top vendor 'GLOSIA ENERGY INDIA PRIVATE LIMITED' handles 80% of spend. | 100% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 3 completed works cost far above the average for their work category (statistical outliers). | The same work description text is reused 6 times. | The exact same rupee amount appears on 8 separate completed works. | 150% of expenditure is still an unpaid balance to vendors.,Check for templated/cookie-cutter billing rather than work-specific costing. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify these are genuinely distinct works and not duplicate/split entries.
Annpurna Devi,KODARMA,Jharkhand,Lok Sabha,166665931.8,120671517.0,42079828.0,72.4,85,392,21.68,78591689.0,146,137,9,,5.0,146.0,42079828.0,EXECUTIVE ENGINER NREP GIRIDIH,54.21,42.73,48.63,6.16,38.0,85.0,-0.2569688277854238,0.0,61.18,100.0,54.12,1.0,24.0,6.164383561643835,50.720000000000006,186.76808517373217,82,31.5,100.0,72.6,High,Funds utilization (72%) is far ahead of physical completion (22%) — a gap of 51 points. | Vendor concentration is high (HHI=43); top vendor 'EXECUTIVE ENGINER NREP GIRIDIH' handles 54% of spend. | 61% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 54% of completed works are billed in suspiciously round figures. | The exact same rupee amount appears on 24 separate completed works. | 187% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify that advance/interim payments correspond to actual physical progress on site.
Dr. Sarfraz Ahmad (2024-30),Sitting Rajya Sabha,Jharkhand,Rajya Sabha,178564551.09,152169214.0,82543604.0,85.22,20,377,5.31,69625610.0,186,156,30,,5.0,186.0,82543604.0,Executive engineer,82.18,68.45,29.03,16.13,33.0,20.0,0.46278206427108015,2.0,45.0,100.0,15.0,1.0,3.0,16.129032258064516,79.91,84.35009694997083,68,57.1,82.9,72.6,High,Funds utilization (85%) is far ahead of physical completion (5%) — a gap of 80 points. | Vendor concentration is high (HHI=68); top vendor 'Executive engineer' handles 82% of spend. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 2 completed works cost far above the average for their work category (statistical outliers). | 84% of expenditure is still an unpaid balance to vendors.,Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
LAXMIKANT PAPPU NISHAD,SANT KABIR NAGAR,Uttar Pradesh,Lok Sabha,147000000.0,105543227.0,27502127.0,71.8,2,505,0.4,78041100.0,38,8,30,,6.0,38.0,27502127.0,JAI MATA DI VP CONSTRUCTION,79.09,63.76,0.0,78.95,2.0,2.0,0.4453718785243973,0.0,0.0,100.0,50.0,1.0,1.0,78.94736842105263,71.39999999999999,283.76387033628345,60,71.3,73.2,72.4,High,Funds utilization (72%) is far ahead of physical completion (0%) — a gap of 71 points. | Vendor concentration is high (HHI=64); top vendor 'JAI MATA DI VP CONSTRUCTION' handles 79% of spend. | 79% of payment transactions are still pending. | 284% of expenditure is still an unpaid balance to vendors.,Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Review pending-payment vendor invoices for delay reasons and documentation completeness. | Verify that advance/interim payments correspond to actual physical progress on site.
DR. PRABHA MALLIKARJUN,DAVANAGERE,Karnataka,Lok Sabha,147000000.0,90800000.0,57444696.0,61.77,5,93,5.38,33355304.0,90,90,0,,3.0,90.0,57444696.0,NIRMITHI KENDRA DAVANGERE,97.83,95.74,31.11,0.0,19.0,5.0,0.5048922708687382,0.0,20.0,100.0,100.0,1.0,2.0,0.0,56.39,58.06507183883435,64,61.9,78.0,71.6,High,Funds utilization (62%) is far ahead of physical completion (5%) — a gap of 56 points. | Vendor concentration is high (HHI=96); top vendor 'NIRMITHI KENDRA DAVANGERE' handles 98% of spend. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 100% of completed works are billed in suspiciously round figures. | 58% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
VIVEK THAKUR,NAWADA,Bihar,Lok Sabha,147000000.0,84770897.0,6537792.0,57.67,1,85,1.18,78233105.0,9,5,4,,3.0,9.0,6537792.0,ASSISTANT ENGINEER LAEO SHEIKHURA BARBIGHA,71.28,57.39,0.0,44.44,1.0,1.0,0.06159783564317061,0.0,0.0,100.0,0.0,1.0,1.0,44.44444444444444,56.49,1196.6288465585935,60,60.8,73.2,68.2,Medium,Funds utilization (58%) is far ahead of physical completion (1%) — a gap of 56 points. | Vendor concentration is high (HHI=57); top vendor 'ASSISTANT ENGINEER LAEO SHEIKHURA BARBIGHA' handles 71% of spend. | 44% of payment transactions are still pending. | 1197% of expenditure is still an unpaid balance to vendors.,Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Review pending-payment vendor invoices for delay reasons and documentation completeness. | Verify that advance/interim payments correspond to actual physical progress on site.
YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,Karnataka,Lok Sabha,147000000.0,115450000.0,62346570.0,78.54,34,182,18.68,53103430.0,178,178,0,,7.0,178.0,62346570.0,Mysore Nirmithi Kendra,63.82,46.84,29.21,0.0,33.0,34.0,-0.031570498837376906,0.0,0.0,100.0,100.0,2.0,17.0,0.0,59.86000000000001,85.17458137632913,72,38.0,87.8,67.9,Medium,Funds utilization (79%) is far ahead of physical completion (19%) — a gap of 60 points. | Vendor concentration is high (HHI=47); top vendor 'Mysore Nirmithi Kendra' handles 64% of spend. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 100% of completed works are billed in suspiciously round figures. | The exact same rupee amount appears on 17 separate completed works. | 85% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
NARAYAN DAS AHIRWAR,JALAUN,Uttar Pradesh,Lok Sabha,147000000.0,123716116.8,51218010.8,84.16,36,367,9.81,72498106.0,292,289,3,1.0,6.0,292.0,51218010.800000004,shyam swaroop manufacturere,65.35,47.47,0.0,1.03,20.0,36.0,-0.3107163154271731,0.0,44.44,97.22,0.0,26.0,20.0,1.0273972602739725,74.35,141.54807042994338,72,37.0,87.8,67.5,Medium,Funds utilization (84%) is far ahead of physical completion (10%) — a gap of 74 points. | Vendor concentration is high (HHI=47); top vendor 'shyam swaroop manufacturere' handles 65% of spend. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | The same work description text is reused 26 times. | The exact same rupee amount appears on 20 separate completed works. | 142% of expenditure is still an unpaid balance to vendors.,Check for templated/cookie-cutter billing rather than work-specific costing. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site. | Verify these are genuinely distinct works and not duplicate/split entries.
SANATAN PANDEY,BALLIA,Uttar Pradesh,Lok Sabha,180420041.4,123305043.0,74595388.0,68.34,62,355,17.46,48709655.0,231,229,2,,9.0,231.0,74595388.0,ARVIND KUMAR PANDEY,71.79,56.2,0.43,0.87,36.0,62.0,0.101403162033422,0.0,66.13,100.0,0.0,1.0,13.0,0.8658008658008658,50.88,65.29848065137753,74,31.5,90.2,66.7,Medium,Funds utilization (68%) is far ahead of physical completion (17%) — a gap of 51 points. | Vendor concentration is high (HHI=56); top vendor 'ARVIND KUMAR PANDEY' handles 72% of spend. | 66% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | The exact same rupee amount appears on 13 separate completed works. | 65% of expenditure is still an unpaid balance to vendors.,Check for templated/cookie-cutter billing rather than work-specific costing. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify that advance/interim payments correspond to actual physical progress on site.
MALVIKA DEVI,KALAHANDI,Odisha,Lok Sabha,147000000.0,103289000.0,51104998.0,70.26,96,320,30.0,52184002.0,131,130,1,,33.0,131.0,51104998.0,ANOUSHKA NIRMAN PVT LTD,27.39,13.52,90.84,0.76,19.0,96.0,-0.14630487997436206,0.0,96.88,100.0,94.79,13.0,39.0,0.7633587786259541,40.260000000000005,102.11134730892661,72,34.5,87.8,66.5,Medium,Funds utilization (70%) is far ahead of physical completion (30%) — a gap of 40 points. | 97% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 95% of completed works are billed in suspiciously round figures. | The same work description text is reused 13 times. | The exact same rupee amount appears on 39 separate completed works. | 102% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify that advance/interim payments correspond to actual physical progress on site. | Verify these are genuinely distinct works and not duplicate/split entries.
Smt. Sudha Murty (2024-30),Nominated Rajya Sabha,Karnataka,Rajya Sabha,147000000.0,147000000.0,71000000.0,100.0,0,11,0.0,76000000.0,8,8,0,,2.0,8.0,71000000.0,Nirmithi kendra vijayapur,92.96,86.91,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,107.04225352112675,48,77.5,58.5,66.1,Medium,Funds utilization (100%) is far ahead of physical completion (0%) — a gap of 100 points. | Vendor concentration is high (HHI=87); top vendor 'Nirmithi kendra vijayapur' handles 93% of spend. | 107% of expenditure is still an unpaid balance to vendors.,Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Verify that advance/interim payments correspond to actual physical progress on site.
Pradeep Kumar Singh,ARARIA,Bihar,Lok Sabha,147000000.0,132611427.0,132606146.0,90.21,39,86,45.35,5281.0,86,86,0,,4.0,86.0,132606146.0,SIGMA ENTERPRISES,70.92,57.94,0.0,0.0,10.0,39.0,1.8388506669234772,0.0,100.0,100.0,0.0,1.0,38.0,0.0,44.85999999999999,0.003982470013116889,64,47.9,78.0,66.0,Medium,Funds utilization (90%) is far ahead of physical completion (45%) — a gap of 45 points. | Vendor concentration is high (HHI=58); top vendor 'SIGMA ENTERPRISES' handles 71% of spend. | 100% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | The exact same rupee amount appears on 38 separate completed works.,Check for templated/cookie-cutter billing rather than work-specific costing. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify that advance/interim payments correspond to actual physical progress on site.
D Ravikumar,VILUPPURAM,Tamil Nadu,Lok Sabha,197598306.11,152025450.0,105671025.0,76.94,222,288,77.08,46354425.0,234,229,5,,43.0,234.0,105671025.0,Sankaran,8.18,3.81,75.21,2.14,32.0,222.0,-0.0790247415038361,4.0,78.83,100.0,75.23,6.0,130.0,2.1367521367521367,0.0,43.866731679758004,64,45.7,78.0,65.1,Medium,79% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 75% of completed works are billed in suspiciously round figures. | 4 completed works cost far above the average for their work category (statistical outliers). | The same work description text is reused 6 times. | The exact same rupee amount appears on 130 separate completed works. | 44% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify these are genuinely distinct works and not duplicate/split entries.
Dr. Syed Naseer Hussain (2024-30),Sitting Rajya Sabha,Karnataka,Rajya Sabha,147000000.0,106990000.0,52745755.0,72.78,3,69,4.35,54244245.0,44,44,0,,9.0,44.0,52745755.0,KRIDL BHUSIRI ACCOUNT WORKS,68.37,49.75,36.36,0.0,12.0,3.0,-0.3914869093597145,0.0,100.0,100.0,0.0,1.0,1.0,0.0,68.43,102.84096796036005,66,40.7,80.5,64.6,Medium,Funds utilization (73%) is far ahead of physical completion (4%) — a gap of 68 points. | Vendor concentration is high (HHI=50); top vendor 'KRIDL BHUSIRI ACCOUNT WORKS' handles 68% of spend. | 100% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 103% of expenditure is still an unpaid balance to vendors.,Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify that advance/interim payments correspond to actual physical progress on site.
Shri Gurjeet Singh Aujla,AMRITSAR,Punjab,Lok Sabha,147000000.0,108934778.0,67674872.0,74.11,91,281,32.38,41259906.0,330,325,5,,127.0,330.0,67674872.0,THE CHAWINDA COOPRATIVE LABOUR AND CONSTRUCTION SOCIETY,25.93,11.11,11.52,1.52,54.0,91.0,-0.15350045800424214,0.0,90.11,100.0,53.85,5.0,30.0,1.5151515151515151,41.73,60.96783751582123,72,29.5,87.8,64.5,Medium,Funds utilization (74%) is far ahead of physical completion (32%) — a gap of 42 points. | 90% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 54% of completed works are billed in suspiciously round figures. | The same work description text is reused 5 times. | The exact same rupee amount appears on 30 separate completed works. | 61% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify that advance/interim payments correspond to actual physical progress on site. | Verify these are genuinely distinct works and not duplicate/split entries.
MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,Maharashtra,Lok Sabha,195613601.7,95260000.0,8828612.0,48.7,41,259,15.83,86431388.0,41,41,0,,2.0,41.0,8828612.0,ABHIJEET AGENCIES SOLAPUR,92.68,86.44,0.0,0.0,4.0,41.0,-0.3217607609183261,0.0,100.0,100.0,0.0,1.0,41.0,0.0,32.870000000000005,978.9918052803771,54,62.4,65.9,64.5,Medium,Vendor concentration is high (HHI=86); top vendor 'ABHIJEET AGENCIES SOLAPUR' handles 93% of spend. | 100% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | The exact same rupee amount appears on 41 separate completed works. | 979% of expenditure is still an unpaid balance to vendors.,Check for templated/cookie-cutter billing rather than work-specific costing. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence.
Adv Adoor Prakash,ATTINGAL,Kerala,Lok Sabha,147000000.0,119164425.0,28617364.0,81.06,108,445,24.27,90547061.0,115,115,0,,3.0,115.0,28617364.0,ALLUMINA ELECTRONICS,96.73,93.63,0.0,0.0,22.0,108.0,-0.29277424131305135,0.0,0.0,100.0,0.0,1.0,69.0,0.0,56.790000000000006,316.40601489361495,64,42.3,78.0,63.7,Medium,Funds utilization (81%) is far ahead of physical completion (24%) — a gap of 57 points. | Vendor concentration is high (HHI=94); top vendor 'ALLUMINA ELECTRONICS' handles 97% of spend. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | The exact same rupee amount appears on 69 separate completed works. | 316% of expenditure is still an unpaid balance to vendors.,Check for templated/cookie-cutter billing rather than work-specific costing. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
