MP Name,Constituency,State,House,Allocated Amount (₹),Amount Recommended (₹),Total Expenditure (₹),Utilization %,Completed Works,Recommended Works,Completion Rate %,Balance Not Yet Paid to Vendors (₹),Transaction Count,Successful Payments,Pending Payments,Average Rating,num_vendors,num_transactions,total_expenditure_ledger,top_vendor,top_vendor_share_pct,vendor_hhi,round_amount_txn_pct,payment_inprogress_pct,same_day_same_vendor_clusters,completed_count,avg_cost_zscore,high_cost_outlier_count,no_image_pct,no_rating_pct,round_amount_pct,max_desc_repeat,max_amount_repeat,pending_payment_ratio,util_completion_gap,unpaid_balance_pct,rule_score_raw,ml_anomaly_score,rule_score_scaled,risk_score,risk_level,reasons_text,checklist_text
Shri Ramji Lal Suman (2024-30),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,147000000.0,146806953.0,93005621.0,99.87,29,93,31.18,53801332.0,120,120,0,,4.0,120.0,93005621.0,ASHOK KUMAR,42.25,34.62,0.0,0.0,29.0,29.0,1.1016815756701974,0.0,100.0,100.0,0.0,1.0,2.0,0.0,68.69,57.84739827714284,48,34.9,58.5,49.1,Medium,Funds utilization (100%) is far ahead of physical completion (31%) — a gap of 69 points. | 100% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 58% of expenditure is still an unpaid balance to vendors.,Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify that advance/interim payments correspond to actual physical progress on site.
RABINDRA NARAYAN BEHERA,JAJPUR,Odisha,Lok Sabha,147064617.11,91739853.0,9146086.0,62.38,3,203,1.48,82593767.0,41,41,0,,26.0,41.0,9146086.0,GITASHREE BEHERA,8.75,5.38,26.83,0.0,3.0,3.0,-0.4381292166719941,0.0,0.0,100.0,100.0,1.0,2.0,0.0,60.900000000000006,903.0504086666143,46,38.7,56.1,49.1,Medium,Funds utilization (62%) is far ahead of physical completion (1%) — a gap of 61 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 100% of completed works are billed in suspiciously round figures. | 903% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
PRAVEEN PATEL,PHULPUR,Uttar Pradesh,Lok Sabha,151559884.09,98136533.0,95102075.0,64.75,14,24,58.33,3034458.0,37,35,2,,6.0,37.0,95102075.0,Sunny Enterprises,65.21,47.79,0.0,5.41,5.0,14.0,2.9994367966230597,5.0,7.14,100.0,0.0,1.0,6.0,5.405405405405405,6.420000000000002,3.190737951827024,46,38.0,56.1,48.9,Medium,Vendor concentration is high (HHI=48); top vendor 'Sunny Enterprises' handles 65% of spend. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 5 completed works cost far above the average for their work category (statistical outliers). | The exact same rupee amount appears on 6 separate completed works.,Check for templated/cookie-cutter billing rather than work-specific costing. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Cross-check beneficiary feedback mechanism / conduct spot citizen verification.
BALABHADRA MAJHI,NABARANGPUR,Odisha,Lok Sabha,147413962.11,97946556.0,15470212.0,66.44,20,220,9.09,82476344.0,129,129,0,,57.0,129.0,15470212.0,PRDEEPTA KUMAR PANDA,16.16,5.99,13.95,0.0,11.0,20.0,-0.15576473824996606,0.0,30.0,100.0,85.0,1.0,8.0,0.0,57.349999999999994,533.1300178691798,54,23.2,65.9,48.8,Medium,Funds utilization (66%) is far ahead of physical completion (9%) — a gap of 57 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 85% of completed works are billed in suspiciously round figures. | The exact same rupee amount appears on 8 separate completed works. | 533% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
ADV GOWAAL KAGADA PADAVI,NANDURBAR,Maharashtra,Lok Sabha,147816309.11,88135530.0,32041066.0,59.63,189,279,67.74,56094464.0,189,189,0,,3.0,189.0,32041066.0,SWAMI POWERTECH,57.67,43.17,0.0,0.0,9.0,189.0,-0.36658644040395816,0.0,0.0,100.0,0.0,66.0,104.0,0.0,0.0,175.0705298007251,52,26.7,63.4,48.7,Medium,Vendor concentration is high (HHI=43); top vendor 'SWAMI POWERTECH' handles 58% of spend. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | The same work description text is reused 66 times. | The exact same rupee amount appears on 104 separate completed works. | 175% of expenditure is still an unpaid balance to vendors.,Check for templated/cookie-cutter billing rather than work-specific costing. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify these are genuinely distinct works and not duplicate/split entries.
Lavu Sri Krishna Devarayalu,NARASARAOPET,Andhra Pradesh,Lok Sabha,174009663.11,73620228.0,2402685.0,42.31,1,131,0.76,71217543.0,4,4,0,,4.0,4.0,2402685.0,ASHOK CONSTRUCTIONS,66.59,48.64,0.0,0.0,0.0,1.0,1.0332479943848207,0.0,100.0,100.0,0.0,1.0,1.0,0.0,41.550000000000004,2964.0815587561415,30,66.9,36.6,48.7,Medium,Funds utilization (42%) is far ahead of physical completion (1%) — a gap of 42 points. | 2964% of expenditure is still an unpaid balance to vendors.,Confirm vendor payment schedule and reasons for outstanding dues. | Verify that advance/interim payments correspond to actual physical progress on site.
DEVESH SHAKYA,ETAH,Uttar Pradesh,Lok Sabha,147000000.0,98064205.0,81351075.0,66.71,220,339,64.9,16713130.0,581,581,0,,4.0,581.0,81351075.0,SOMYA CONSTRUCTION,60.33,45.08,0.0,0.0,21.0,220.0,-0.293557302917311,0.0,100.0,100.0,0.0,1.0,65.0,0.0,1.809999999999988,20.54444885946498,44,40.5,53.7,48.4,Medium,Vendor concentration is high (HHI=45); top vendor 'SOMYA CONSTRUCTION' handles 60% of spend. | 100% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | The exact same rupee amount appears on 65 separate completed works.,Check for templated/cookie-cutter billing rather than work-specific costing. | Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence.
Shri Jaggesh (2022-28),Sitting Rajya Sabha,Karnataka,Rajya Sabha,196063957.11,195461585.0,130587101.0,99.69,126,208,60.58,64874484.0,166,166,0,,36.0,166.0,130587101.0,Rakesh N,22.91,12.07,9.04,0.0,35.0,126.0,0.3779494854438548,14.0,63.49,100.0,13.49,9.0,7.0,0.0,39.11,49.67909043328866,56,18.2,68.3,48.3,Medium,63% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 14 completed works cost far above the average for their work category (statistical outliers). | The same work description text is reused 9 times. | The exact same rupee amount appears on 7 separate completed works. | 50% of expenditure is still an unpaid balance to vendors.,Check for templated/cookie-cutter billing rather than work-specific costing. | Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify these are genuinely distinct works and not duplicate/split entries.
SUDHAKAR SINGH,BUXAR,Bihar,Lok Sabha,185211956.54,184189494.0,124124191.0,99.45,98,204,48.04,60065303.0,177,176,1,,11.0,177.0,124124191.0,ASSISTANT ENGINEER RAMGARH,33.96,19.08,0.56,0.56,39.0,98.0,0.43136042465859176,1.0,70.41,100.0,0.0,2.0,7.0,0.5649717514124294,51.410000000000004,48.39129465101609,56,18.2,68.3,48.3,Medium,Funds utilization (99%) is far ahead of physical completion (48%) — a gap of 51 points. | 70% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | The exact same rupee amount appears on 7 separate completed works. | 48% of expenditure is still an unpaid balance to vendors.,Check for templated/cookie-cutter billing rather than work-specific costing. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify that advance/interim payments correspond to actual physical progress on site.
Shri G.C. Chandrashekhar (2024-30),Sitting Rajya Sabha,Karnataka,Rajya Sabha,147000000.0,116453370.0,69767504.0,79.22,65,200,32.5,46685866.0,149,146,3,,42.0,149.0,69767504.0,N G GANESH BABU,37.06,16.4,16.11,2.01,29.0,65.0,-0.03672979002522919,0.0,90.77,100.0,3.08,1.0,5.0,2.013422818791946,46.72,66.91634833317241,56,17.8,68.3,48.1,Medium,Funds utilization (79%) is far ahead of physical completion (32%) — a gap of 47 points. | 91% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | The exact same rupee amount appears on 5 separate completed works. | 67% of expenditure is still an unpaid balance to vendors.,Check for templated/cookie-cutter billing rather than work-specific costing. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify that advance/interim payments correspond to actual physical progress on site.
RADHAKRISHNA,GULBARGA,Karnataka,Lok Sabha,147000000.0,98000000.0,3254664.0,66.67,0,29,0.0,94745336.0,2,2,0,,2.0,2.0,3254664.0,KRIDL BHUSIRI ACCOUNT WORKS,69.13,57.32,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,2911.0635076308954,30,65.3,36.6,48.1,Medium,Funds utilization (67%) is far ahead of physical completion (0%) — a gap of 67 points. | 2911% of expenditure is still an unpaid balance to vendors.,Confirm vendor payment schedule and reasons for outstanding dues. | Verify that advance/interim payments correspond to actual physical progress on site.
Thiru Dayanidhi Maran,CHENNAI CENTRAL,Tamil Nadu,Lok Sabha,147000000.0,101000000.0,30478390.0,68.71,4,12,33.33,70521610.0,8,8,0,,4.0,8.0,30478390.0,A AND A BUILDERS AND PROMOTERS,64.57,46.99,0.0,0.0,1.0,4.0,5.723351416541005,3.0,0.0,100.0,0.0,1.0,1.0,0.0,35.379999999999995,231.38233351564833,48,32.4,58.5,48.1,Medium,Vendor concentration is high (HHI=47); top vendor 'A AND A BUILDERS AND PROMOTERS' handles 65% of spend. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 3 completed works cost far above the average for their work category (statistical outliers). | 231% of expenditure is still an unpaid balance to vendors.,Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification.
Shri Govindbhai Laljibhai Dholakia (2024-30),Sitting Rajya Sabha,Gujarat,Rajya Sabha,147000000.0,144530200.0,27272966.0,98.32,44,122,36.07,117257234.0,59,58,1,,46.0,59.0,27272966.0,SHREE GANESH INFOTECH,9.17,4.19,61.02,1.69,5.0,44.0,-0.14590868676289323,0.0,11.36,100.0,63.64,3.0,9.0,1.694915254237288,62.24999999999999,429.9394279302075,54,21.1,65.9,48.0,Medium,Funds utilization (98%) is far ahead of physical completion (36%) — a gap of 62 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 64% of completed works are billed in suspiciously round figures. | The exact same rupee amount appears on 9 separate completed works. | 430% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
Shri Narayanasa K. Bhandage (2024-30),Sitting Rajya Sabha,Karnataka,Rajya Sabha,147450000.0,131724620.0,76863625.0,89.34,87,152,57.24,54860995.0,164,163,1,,34.0,164.0,76863625.0,RAJASHEKAR PATIL,32.63,13.59,12.2,0.61,27.0,87.0,0.20587527143345524,4.0,74.71,100.0,6.9,8.0,16.0,0.6097560975609756,32.1,71.37445703347976,56,17.4,68.3,47.9,Medium,75% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 4 completed works cost far above the average for their work category (statistical outliers). | The same work description text is reused 8 times. | The exact same rupee amount appears on 16 separate completed works. | 71% of expenditure is still an unpaid balance to vendors.,Check for templated/cookie-cutter billing rather than work-specific costing. | Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify these are genuinely distinct works and not duplicate/split entries.
Smt. Sangeeta Yadav (2022-28),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,196063957.11,193736886.47,169940841.0,98.81,43,121,35.54,23796045.47,261,260,1,,15.0,261.0,169940841.0,HARI TARA ASSOCIATES,21.93,14.69,3.83,0.38,25.0,43.0,2.1353955696615796,6.0,6.98,100.0,2.33,8.0,12.0,0.38314176245210724,63.27,14.002546609734617,56,16.7,68.3,47.7,Medium,Funds utilization (99%) is far ahead of physical completion (36%) — a gap of 63 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 6 completed works cost far above the average for their work category (statistical outliers). | The same work description text is reused 8 times. | The exact same rupee amount appears on 12 separate completed works.,Check for templated/cookie-cutter billing rather than work-specific costing. | Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site. | Verify these are genuinely distinct works and not duplicate/split entries.
Rodmal Nagar,RAJGARH,Madhya Pradesh,Lok Sabha,147000000.0,146544940.0,92107905.0,99.69,54,355,15.21,54437035.0,265,265,0,,11.0,265.0,92107905.0,MP Agro Biaora,51.2,39.91,50.57,0.0,15.0,54.0,0.11983361207385393,1.0,3.7,100.0,0.0,19.0,14.0,0.0,84.47999999999999,59.10137137523647,54,20.4,65.9,47.7,Medium,Funds utilization (100%) is far ahead of physical completion (15%) — a gap of 84 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | The same work description text is reused 19 times. | The exact same rupee amount appears on 14 separate completed works. | 59% of expenditure is still an unpaid balance to vendors.,Check for templated/cookie-cutter billing rather than work-specific costing. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site. | Verify these are genuinely distinct works and not duplicate/split entries.
K RADHAKRISHNAN,ALATHUR,Kerala,Lok Sabha,147000000.0,141911635.0,28066021.0,96.54,15,186,8.06,113845614.0,30,30,0,,25.0,30.0,28066021.0,MUHAMMED MA,16.17,7.6,3.33,0.0,3.0,15.0,1.1198141176916356,2.0,40.0,100.0,6.67,1.0,1.0,0.0,88.48,405.6350346206895,50,27.4,61.0,47.6,Medium,Funds utilization (97%) is far ahead of physical completion (8%) — a gap of 88 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 2 completed works cost far above the average for their work category (statistical outliers). | 406% of expenditure is still an unpaid balance to vendors.,Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
Kishan Reddy Gangapuram,SECUNDERABAD,Telangana,Lok Sabha,147000000.0,58617994.0,4754322.0,39.88,0,38,0.0,53863672.0,5,5,0,,2.0,5.0,4754322.0,Medoju Venugopal,91.59,84.59,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.88,1132.9411848839857,28,67.7,34.1,47.5,Medium,Vendor concentration is high (HHI=85); top vendor 'Medoju Venugopal' handles 92% of spend. | 1133% of expenditure is still an unpaid balance to vendors.,Check whether the dominant vendor was selected through fair/competitive process across multiple works. | Confirm vendor payment schedule and reasons for outstanding dues.
Shri Satish Kumar Gautam,ALIGARH,Uttar Pradesh,Lok Sabha,147000000.0,136639769.0,87713538.0,92.95,21,103,20.39,48926231.0,127,127,0,,4.0,127.0,87713538.0,S K CONSTRUCTION,43.93,30.62,1.57,0.0,29.0,21.0,0.6203182135319371,0.0,100.0,100.0,0.0,1.0,1.0,0.0,72.56,55.77956620561812,48,30.7,58.5,47.4,Medium,Funds utilization (93%) is far ahead of physical completion (20%) — a gap of 73 points. | 100% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 56% of expenditure is still an unpaid balance to vendors.,Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify that advance/interim payments correspond to actual physical progress on site.
Shri Arun Singh (2020-26),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,223492764.11,221643804.0,151462382.0,99.17,46,111,41.44,70181422.0,197,194,3,,32.0,197.0,151462382.0,Randheer Enterprises,8.32,5.22,0.51,1.52,32.0,46.0,0.5440739415317054,11.0,0.0,100.0,0.0,1.0,22.0,1.5228426395939088,57.730000000000004,46.335876323402864,58,12.4,70.7,47.4,Medium,Funds utilization (99%) is far ahead of physical completion (41%) — a gap of 58 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 11 completed works cost far above the average for their work category (statistical outliers). | The exact same rupee amount appears on 22 separate completed works. | 46% of expenditure is still an unpaid balance to vendors.,Check for templated/cookie-cutter billing rather than work-specific costing. | Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
K Subbarayan,TIRUPPUR,Tamil Nadu,Lok Sabha,147000000.0,140087576.0,81901423.0,95.3,65,118,55.08,58186153.0,75,75,0,,40.0,75.0,81901423.0,EAGGLE EYE INFRASTRUCTURES,8.28,4.2,40.0,0.0,7.0,65.0,0.4900444746091707,3.0,10.77,100.0,29.23,1.0,7.0,0.0,40.22,71.0441294774573,58,12.3,70.7,47.3,Medium,Funds utilization (95%) is far ahead of physical completion (55%) — a gap of 40 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 3 completed works cost far above the average for their work category (statistical outliers). | The exact same rupee amount appears on 7 separate completed works. | 71% of expenditure is still an unpaid balance to vendors.,Check for templated/cookie-cutter billing rather than work-specific costing. | Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,Karnataka,Lok Sabha,147000000.0,122390292.0,44313852.0,83.26,51,320,15.94,78076440.0,120,105,15,,78.0,120.0,44313852.0,KRIDL BHUSIRI ACCOUNT WORKS,8.72,2.58,45.0,12.5,6.0,51.0,-0.12103494945767938,0.0,0.0,100.0,64.71,1.0,20.0,12.5,67.32000000000001,176.18969346199015,54,19.2,65.9,47.2,Medium,Funds utilization (83%) is far ahead of physical completion (16%) — a gap of 67 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 65% of completed works are billed in suspiciously round figures. | The exact same rupee amount appears on 20 separate completed works. | 176% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
Shri Sudheer Gupta,MANDSOUR,Madhya Pradesh,Lok Sabha,148988014.83,42019092.0,21420844.0,28.2,60,224,26.79,20598248.0,175,168,7,,26.0,175.0,21420844.0,CEO JANPAD PANCHAYAT MANDSAUR,23.11,11.07,77.14,4.0,19.0,60.0,-0.3857834365354242,0.0,1.67,100.0,98.33,27.0,49.0,4.0,1.4100000000000001,96.15983385155133,42,41.0,51.2,47.1,Medium,Almost none of the completed works have received citizen/beneficiary feedback ratings. | 98% of completed works are billed in suspiciously round figures. | The same work description text is reused 27 times. | The exact same rupee amount appears on 49 separate completed works. | 96% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify these are genuinely distinct works and not duplicate/split entries.
SUNIL BOSE,CHAMARAJANAGAR,Karnataka,Lok Sabha,147000000.0,91548698.0,50427615.0,62.28,24,110,21.82,41121083.0,96,96,0,,6.0,96.0,50427615.0,KRIDL BHUSIRI ACCOUNT WORKS,34.85,31.13,47.92,0.0,13.0,24.0,0.2908335954059166,1.0,0.0,100.0,87.5,1.0,8.0,0.0,40.46,81.54477065790242,54,18.8,65.9,47.1,Medium,Funds utilization (62%) is far ahead of physical completion (22%) — a gap of 40 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 88% of completed works are billed in suspiciously round figures. | The exact same rupee amount appears on 8 separate completed works. | 82% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
PARSHOTTAMBHAI RUPALA,RAJKOT,Gujarat,Lok Sabha,147000000.0,140402854.0,41530051.0,95.51,93,305,30.49,98872803.0,99,95,4,,69.0,99.0,41530051.0,Sanathali Gram Panchayat,4.09,1.77,51.52,4.04,11.0,93.0,-0.12104722969845813,0.0,30.11,100.0,54.84,1.0,36.0,4.040404040404041,65.02000000000001,238.07532285476847,54,18.9,65.9,47.1,Medium,Funds utilization (96%) is far ahead of physical completion (30%) — a gap of 65 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 55% of completed works are billed in suspiciously round figures. | The exact same rupee amount appears on 36 separate completed works. | 238% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
BAIJAYANT PANDA,KENDRAPARA,Odisha,Lok Sabha,147000000.0,89070000.0,17127535.0,60.59,8,56,14.29,71942465.0,28,28,0,,20.0,28.0,17127535.0,ABANI KUMAR MOHANTY,12.95,6.1,21.43,0.0,1.0,8.0,0.2526463797353067,0.0,12.5,100.0,87.5,2.0,6.0,0.0,46.300000000000004,420.03980724605145,54,19.0,65.9,47.1,Medium,Funds utilization (61%) is far ahead of physical completion (14%) — a gap of 46 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 88% of completed works are billed in suspiciously round figures. | The exact same rupee amount appears on 6 separate completed works. | 420% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
MANI. A.,DHARAMAPURI,Tamil Nadu,Lok Sabha,164515071.11,161217102.0,68465190.0,98.0,63,373,16.89,92751912.0,130,127,3,,16.0,130.0,68465190.0,SUCCESS ASSOCIATES,20.08,14.16,51.54,2.31,20.0,63.0,0.08985237969393736,0.0,22.22,100.0,58.73,2.0,20.0,2.307692307692308,81.11,135.47309515974467,54,18.8,65.9,47.1,Medium,Funds utilization (98%) is far ahead of physical completion (17%) — a gap of 81 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 59% of completed works are billed in suspiciously round figures. | The exact same rupee amount appears on 20 separate completed works. | 135% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
Smt. Sadhna Singh (2024-30),Sitting Rajya Sabha,Uttar Pradesh,Rajya Sabha,147000000.0,120396796.0,101298179.0,81.9,5,18,27.78,19098617.0,37,37,0,,7.0,37.0,101298179.0,UNITED GROUP OF CONSTRUCTION,48.45,34.71,18.92,0.0,9.0,5.0,15.682256340533012,4.0,20.0,100.0,0.0,1.0,1.0,0.0,54.120000000000005,18.853860146883786,40,44.1,48.8,46.9,Medium,Funds utilization (82%) is far ahead of physical completion (28%) — a gap of 54 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 4 completed works cost far above the average for their work category (statistical outliers).,Compare quoted cost of outlier works with category benchmark / schedule of rates (SOR). | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
Sunil Kumar,VALMIKI NAGAR,Bihar,Lok Sabha,147000000.0,145930069.0,63664429.0,99.27,79,258,30.62,82265640.0,87,87,0,,7.0,87.0,63664429.0,R K Construction,24.31,16.51,20.69,0.0,8.0,79.0,0.23051286708499966,0.0,67.09,100.0,0.0,1.0,18.0,0.0,68.64999999999999,129.2175886789152,56,14.8,68.3,46.9,Medium,Funds utilization (99%) is far ahead of physical completion (31%) — a gap of 69 points. | 67% of completed works have no geo/photo evidence uploaded. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | The exact same rupee amount appears on 18 separate completed works. | 129% of expenditure is still an unpaid balance to vendors.,Check for templated/cookie-cutter billing rather than work-specific costing. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Request site photographs / geo-tagged images for works missing visual evidence. | Verify that advance/interim payments correspond to actual physical progress on site.
PRIYANKA SATISH JARKIHOLI,CHIKKODI,Karnataka,Lok Sabha,147000000.0,93670772.0,18773055.0,63.72,16,159,10.06,74897717.0,38,34,4,,18.0,38.0,18773055.0,FORCE MOTORS LIMITED,28.56,14.74,39.47,10.53,3.0,16.0,0.1569085736635942,0.0,0.0,100.0,62.5,1.0,8.0,10.526315789473683,53.66,398.9639246249479,54,18.1,65.9,46.8,Medium,Funds utilization (64%) is far ahead of physical completion (10%) — a gap of 54 points. | Almost none of the completed works have received citizen/beneficiary feedback ratings. | 62% of completed works are billed in suspiciously round figures. | The exact same rupee amount appears on 8 separate completed works. | 399% of expenditure is still an unpaid balance to vendors.,Ask for itemised cost estimates/bills rather than lump-sum round amounts. | Check for templated/cookie-cutter billing rather than work-specific costing. | Confirm vendor payment schedule and reasons for outstanding dues. | Cross-check beneficiary feedback mechanism / conduct spot citizen verification. | Verify that advance/interim payments correspond to actual physical progress on site.
